# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	73592	73927	+				IS110 family transposase			NELON_RS00385	336		partial;pseudo
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	73969	74103	-							NELON_RS00390	135		partial;pseudo;old_locus_tag=NELON_00395
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	73969	74103	-				molybdenum cofactor biosysynthesis protein			NELON_RS00390	135		partial;pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	74214	75794	+							NELON_RS00395	1581		old_locus_tag=NELON_00405
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	74214	75794	+	WP_003775611.1	WP_003775611.1		phosphoethanolamine transferase			NELON_RS00395	1581	526	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	75893	76351	-							NELON_RS00400	459		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	75893	76351	-	WP_041961215.1	WP_041961215.1		hypothetical protein			NELON_RS00400	459	152	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	76348	76599	-							NELON_RS00405	252		old_locus_tag=NELON_00415
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	76348	76599	-	WP_003775605.1	WP_003775605.1		XRE family transcriptional regulator			NELON_RS00405	252	83	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	76658	77770	+							NELON_RS00410	1113		old_locus_tag=NELON_00420
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	76658	77770	+	WP_040666550.1	WP_040666550.1		DNA phosphorothioation system sulfurtransferase DndC			NELON_RS00410	1113	370	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	77767	77991	+							NELON_RS00415	225		old_locus_tag=NELON_00425
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	77767	77991	+	WP_039863901.1	WP_039863901.1		hypothetical protein			NELON_RS00415	225	74	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	77993	80042	+							NELON_RS00420	2050		pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	77993	80042	+				DNA sulfur modification protein DndD			NELON_RS00420	2050		pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	80054	81673	+							NELON_RS00425	1620		old_locus_tag=NELON_00435
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	80054	81673	+	WP_003775596.1	WP_003775596.1		cell division protein FtsK			NELON_RS00425	1620	539	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	81780	83174	+							NELON_RS00430	1395		old_locus_tag=NELON_00440
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	81780	83174	+	WP_003775595.1	WP_003775595.1		ATP-dependent RNA helicase HrpA			NELON_RS00430	1395	464	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	83205	83813	+							NELON_RS00435	609		old_locus_tag=NELON_00445
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	83205	83813	+	WP_003775593.1	WP_003775593.1		hypothetical protein			NELON_RS00435	609	202	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	83973	85553	-							NELON_RS00440	1581		old_locus_tag=NELON_00450
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	83973	85553	-	WP_003775589.1	WP_003775589.1		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase PurH			NELON_RS00440	1581	526	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	85666	86151	-							NELON_RS00445	486		old_locus_tag=NELON_00455
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	85666	86151	-	WP_040666548.1	WP_040666548.1		hypothetical protein			NELON_RS00445	486	161	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	86217	86426	+							NELON_RS11345	210		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	86217	86426	+	WP_003775585.1	WP_003775585.1		hypothetical protein			NELON_RS11345	210	69	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	86823	87479	-							NELON_RS00450	657		old_locus_tag=NELON_00465
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	86823	87479	-	WP_003775582.1	WP_003775582.1		pyrimidine 5'-nucleotidase			NELON_RS00450	657	218	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	87532	88536	+							NELON_RS00455	1005		old_locus_tag=NELON_00470
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	87532	88536	+	WP_003775580.1	WP_003775580.1		thiamine ABC transporter substrate-binding protein			NELON_RS00455	1005	334	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	88611	89606	+							NELON_RS00460	996		old_locus_tag=NELON_00475
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	88611	89606	+	WP_040666546.1	WP_040666546.1		4-hydroxythreonine-4-phosphate dehydrogenase PdxA			NELON_RS00460	996	331	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	89881	90501	-							NELON_RS11185	621		old_locus_tag=NELON_00480
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	89881	90501	-	WP_003775576.1	WP_003775576.1		hypothetical protein			NELON_RS11185	621	206	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	90615	91190	-							NELON_RS00470	576		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	90615	91190	-	WP_003775574.1	WP_003775574.1		UPF0016 domain-containing protein			NELON_RS00470	576	191	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	91483	92073	+							NELON_RS00475	591		old_locus_tag=NELON_00490
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	91483	92073	+	WP_041961216.1	WP_041961216.1		YdcF family protein			NELON_RS00475	591	196	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	92131	92706	+							NELON_RS00480	576		old_locus_tag=NELON_00495
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	92131	92706	+	WP_003775569.1	WP_003775569.1		3-octaprenyl-4-hydroxybenzoate carboxy-lyase			NELON_RS00480	576	191	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	93352	94206	-							NELON_RS00485	855		old_locus_tag=NELON_00500
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	93352	94206	-	WP_041961217.1	WP_041961217.1		elongation factor Ts			NELON_RS00485	855	284	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	94277	95008	-							NELON_RS00490	732		old_locus_tag=NELON_00505
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	94277	95008	-	WP_040666545.1	WP_040666545.1		30S ribosomal protein S2			NELON_RS00490	732	243	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	95151	95354	-							NELON_RS00495	204		old_locus_tag=NELON_00510
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	95151	95354	-	WP_003775558.1	WP_003775558.1		hypothetical protein			NELON_RS00495	204	67	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	95482	96012	+							NELON_RS00500	531		old_locus_tag=NELON_00515
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	95482	96012	+	WP_040666552.1	WP_040666552.1		inorganic pyrophosphatase			NELON_RS00500	531	176	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	96072	96677	+							NELON_RS00505	606		old_locus_tag=NELON_00520
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	96072	96677	+	WP_003775556.1	WP_003775556.1		5-formyltetrahydrofolate cyclo-ligase			NELON_RS00505	606	201	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	96844	97530	+							NELON_RS00510	687		partial;pseudo;old_locus_tag=NELON_00525
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	96844	97530	+				IS5/IS1182 family transposase			NELON_RS00510	687		partial;pseudo
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	97469	97665	-							NELON_RS11350	197		partial;pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	97469	97665	-				hypothetical protein			NELON_RS11350	197		partial;pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	98204	98719	+							NELON_RS00515	516		old_locus_tag=NELON_00530
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	98204	98719	+	WP_041961218.1	WP_041961218.1		hypothetical protein			NELON_RS00515	516	171	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	99219	100451	-							NELON_RS00520	1233		old_locus_tag=NELON_00535
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	99219	100451	-	WP_003775687.1	WP_003775687.1		twitching motility protein PilT			NELON_RS00520	1233	410	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	100472	101509	-							NELON_RS00525	1038		old_locus_tag=NELON_00540
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	100472	101509	-	WP_003775685.1	WP_003775685.1		type IV pili twitching motility protein PilT			NELON_RS00525	1038	345	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	101639	102334	+							NELON_RS00530	696		old_locus_tag=NELON_00545
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	101639	102334	+	WP_003775683.1	WP_003775683.1		YggS family pyridoxal phosphate-dependent enzyme			NELON_RS00530	696	231	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	102406	103203	+							NELON_RS00535	798		old_locus_tag=NELON_00550
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	102406	103203	+	WP_003775681.1	WP_003775681.1		pyrroline-5-carboxylate reductase			NELON_RS00535	798	265	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	103206	103757	+							NELON_RS00540	552		old_locus_tag=NELON_00555
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	103206	103757	+	WP_003775679.1	WP_003775679.1		YggT family protein			NELON_RS00540	552	183	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	103985	104401	+							NELON_RS00545	417		old_locus_tag=NELON_00565
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	103985	104401	+	WP_003775676.1	WP_003775676.1		RNA polymerase-binding protein DksA			NELON_RS00545	417	138	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	104479	106323	+							NELON_RS00550	1845		old_locus_tag=NELON_00570
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	104479	106323	+	WP_003775674.1	WP_003775674.1		RNB domain-containing ribonuclease			NELON_RS00550	1845	614	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	106439	106765	+							NELON_RS00555	327		old_locus_tag=NELON_00575
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	106439	106765	+	WP_003775672.1	WP_003775672.1		peptidyl-prolyl cis-trans isomerase			NELON_RS00555	327	108	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	107259	107399	+							NELON_RS11355	141		partial;pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	107259	107399	+				2-oxoglutarate/malate translocator			NELON_RS11355	141		partial;pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	107554	108453	+							NELON_RS00560	900		old_locus_tag=NELON_00585
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	107554	108453	+	WP_003775667.1	WP_003775667.1		EamA family transporter RarD			NELON_RS00560	900	299	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	108482	108871	-							NELON_RS00565	390		old_locus_tag=NELON_00590
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	108482	108871	-	WP_082019633.1	WP_082019633.1		hypothetical protein			NELON_RS00565	390	129	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	108965	109174	+							NELON_RS11360	210		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	108965	109174	+	WP_081456123.1	WP_081456123.1		hypothetical protein			NELON_RS11360	210	69	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	109262	109591	-							NELON_RS00570	330		old_locus_tag=NELON_00595
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	109262	109591	-	WP_003775661.1	WP_003775661.1		iron donor protein CyaY			NELON_RS00570	330	109	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	109648	109818	+							NELON_RS11365	171		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	109648	109818	+	WP_003775659.1	WP_003775659.1		hypothetical protein			NELON_RS11365	171	56	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	109819	111039	+							NELON_RS00575	1221		old_locus_tag=NELON_00605
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	109819	111039	+	WP_003775656.1	WP_003775656.1		diaminopimelate decarboxylase			NELON_RS00575	1221	406	
gene	tRNA	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	111188	111262	-							NELON_RS00580	75		old_locus_tag=NELON_00610
tRNA		GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	111188	111262	-				tRNA-Arg			NELON_RS00580	75		anticodon=CCT
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	111302	112276	-							NELON_RS00585	975		old_locus_tag=NELON_00615
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	111302	112276	-	WP_040666557.1	WP_040666557.1		octaprenyl diphosphate synthase			NELON_RS00585	975	324	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	112480	112800	+							NELON_RS00590	321		old_locus_tag=NELON_00625
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	112480	112800	+	WP_003775651.1	WP_003775651.1		50S ribosomal protein L21			NELON_RS00590	321	106	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	112826	113098	+							NELON_RS00595	273		old_locus_tag=NELON_00630
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	112826	113098	+	WP_003775649.1	WP_003775649.1		50S ribosomal protein L27			NELON_RS00595	273	90	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	113477	113779	-							NELON_RS00600	303		partial;pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	113477	113779	-				hypothetical protein			NELON_RS00600	303		partial;pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	113941	115269	-							NELON_RS00610	1329		old_locus_tag=NELON_00645
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	113941	115269	-	WP_041961567.1	WP_041961567.1		hypothetical protein			NELON_RS00610	1329	442	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	115404	115607	+							NELON_RS00615	204		old_locus_tag=NELON_00650
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	115404	115607	+	WP_003681360.1	WP_003681360.1		hypothetical protein			NELON_RS00615	204	67	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	115646	119431	-							NELON_RS00620	3786		old_locus_tag=NELON_00655
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	115646	119431	-	WP_041961219.1	WP_041961219.1		DUF3418 domain-containing protein			NELON_RS00620	3786	1261	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	119738	120199	-							NELON_RS00625	462		old_locus_tag=NELON_00660
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	119738	120199	-	WP_003775438.1	WP_003775438.1		phosphatidylglycerophosphatase A			NELON_RS00625	462	153	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	120403	120831	-							NELON_RS00630	429		old_locus_tag=NELON_00665
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	120403	120831	-	WP_041961220.1	WP_041961220.1		hypothetical protein			NELON_RS00630	429	142	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	120841	121356	-							NELON_RS00635	516		old_locus_tag=NELON_00670
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	120841	121356	-	WP_003775429.1	WP_003775429.1		outer membrane protein assembly factor BamE			NELON_RS00635	516	171	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	121432	121893	-							NELON_RS11370	462		old_locus_tag=NELON_00675
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	121432	121893	-	WP_003775428.1	WP_003775428.1		hypothetical protein			NELON_RS11370	462	153	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	121881	122333	-							NELON_RS00645	453		old_locus_tag=NELON_00680
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	121881	122333	-	WP_003775426.1	WP_003775426.1		hypothetical protein			NELON_RS00645	453	150	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	122355	122576	+							NELON_RS00650	222		old_locus_tag=NELON_00685
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	122355	122576	+	WP_041961221.1	WP_041961221.1		hypothetical protein			NELON_RS00650	222	73	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	122576	123000	-							NELON_RS11375	425		partial;pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	122576	123000	-				hypothetical protein			NELON_RS11375	425		partial;pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	122953	123147	+							NELON_RS11380	195		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	122953	123147	+	WP_081456119.1	WP_081456119.1		hypothetical protein			NELON_RS11380	195	64	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	123149	123754	-							NELON_RS00655	606		old_locus_tag=NELON_00695
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	123149	123754	-	WP_041961222.1	WP_041961222.1		nitroreductase			NELON_RS00655	606	201	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	123987	124880	+							NELON_RS00660	894		old_locus_tag=NELON_00705
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	123987	124880	+	WP_003775417.1	WP_003775417.1		LysR family transcriptional regulator			NELON_RS00660	894	297	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	124956	125231	+							NELON_RS00665	276		old_locus_tag=NELON_00710
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	124956	125231	+	WP_003775416.1	WP_003775416.1		oxidative damage protection protein			NELON_RS00665	276	91	
